Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
YI,"111, Inc.",7.1,56690340.5,7984555.0,2018.0,Health Care,Medical/Nursing Services
PIH,"1347 Property Insurance Holdings, Inc.",5.2,31266372.8,,2014.0,Finance,Property-Casualty Insurers
PIHPP,"1347 Property Insurance Holdings, Inc.",24.9,17430000.0,,,Finance,Property-Casualty Insurers
TURN,180 Degree Capital Corp.,1.905,59286575.61,,,Finance,Finance/Investors Services
FLWS,"1-800 FLOWERS.COM, Inc.",18.81,1206817397.28,,1999.0,Consumer Services,Other Specialty Stores
BCOW,"1895 Bancorp of Wisconsin, Inc.",9.7,47303766.9,,2019.0,Finance,Banks
FCCY,1st Constitution Bancorp (NJ),18.38,158276465.96,,,Finance,Savings Institutions
SRCE,1st Source Corporation,46.4,1197333254.4,,,Finance,Major Banks
VNET,"21Vianet Group, Inc.",7.13,444041633.77,62277929.0,2011.0,Technology,"Computer Software: Programming, Data Processing"
TWOU,"2U, Inc.",66.78,3882713410.8,,2014.0,Technology,Computer Software: Prepackaged Software
QFIN,"360 Finance, Inc.",17.1,53010000.0,3100000.0,2018.0,Finance,Finance: Consumer Services
TPNL,"3PEA International, Inc.",7.75,362172318.0,,,Miscellaneous,Business Services
JOBS,"51job, Inc.",88.65,3165254366.85,35705069.0,2004.0,Technology,Diversified Commercial Services
JFKKU,8i Enterprises Acquisition Corp,10.0554,50277000.0,,2019.0,Finance,Business Services
EGHT,8x8 Inc,21.09,2017357580.82,,,Technology,EDP Services
AAON,"AAON, Inc.",44.88,2336955141.84,,,Capital Goods,Industrial Machinery/Components
ABEO,Abeona Therapeutics Inc.,7.54,361540692.76,,,Health Care,Major Pharmaceuticals
ABEOW,Abeona Therapeutics Inc.,3.07,0.0,,,Health Care,Major Pharmaceuticals
ABIL,Ability Inc.,1.7,6229950.9,,2014.0,Capital Goods,Telecommunications Equipment
ABMD,"ABIOMED, Inc.",280.54,12648372015.24,,,Health Care,Medical/Dental Instruments
AXAS,Abraxas Petroleum Corporation,1.5,250704597.0,,,Energy,Oil & Gas Production
ACIU,AC Immune SA,4.83,326326068.39,,2016.0,Health Care,Major Pharmaceuticals
ACIA,"Acacia Communications, Inc.",59.52,2410606128.0,,2016.0,Technology,Semiconductors
ACTG,Acacia Research Corporation,3.2,158872617.6,,,Miscellaneous,Multi-Sector Companies
ACHC,"Acadia Healthcare Company, Inc.",29.91,2645430268.68,,,Health Care,Medical Specialities
ACAD,ACADIA Pharmaceuticals Inc.,26.78,3853170163.18,,1985.0,Health Care,Major Pharmaceuticals
ACAMU,Acamar Partners Acquisition Corp.,10.01,0.0,,2019.0,Finance,Business Services
ACST,"Acasti Pharma, Inc.",0.95,74226097.3,,,Health Care,Major Pharmaceuticals
AXDX,"Accelerate Diagnostics, Inc.",18.0,1013464818.0,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
XLRN,Acceleron Pharma Inc.,44.74,2348527290.38,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARAY,Accuray Incorporated,4.4,386669980.4,,2007.0,Health Care,Medical/Dental Instruments
ACRX,"AcelRx Pharmaceuticals, Inc.",3.33,262263906.9,,2011.0,Health Care,Major Pharmaceuticals
ACER,Acer Therapeutics Inc.,24.38,245929909.94,,,Health Care,Major Pharmaceuticals
AKAO,"Achaogen, Inc.",0.5072,32399933.464,,2014.0,Health Care,Major Pharmaceuticals
ACHV,"Achieve Life Sciences, Inc. ",3.63,24397956.0,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ACHN,"Achillion Pharmaceuticals, Inc.",3.19,442503003.25,,2006.0,Health Care,Major Pharmaceuticals
ACIW,"ACI Worldwide, Inc.",34.32,3986039360.16,,,Technology,Computer Software: Prepackaged Software
ACRS,"Aclaris Therapeutics, Inc.",6.25,257935268.75,,2015.0,Health Care,Major Pharmaceuticals
ACMR,"ACM Research, Inc.",15.35,246752984.55,,2017.0,Technology,Industrial Machinery/Components
ACNB,ACNB Corporation,38.11,268663381.02,,,Finance,Major Banks
ACOR,"Acorda Therapeutics, Inc.",12.79,609231275.53,,2006.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATVI,"Activision Blizzard, Inc",47.86,36557089161.78,,,Technology,Computer Software: Prepackaged Software
ADMS,"Adamas Pharmaceuticals, Inc.",6.73,184731702.7,,2014.0,Health Care,Major Pharmaceuticals
ADMP,Adamis Pharmaceuticals Corporation,1.92,90799407.36,,,Health Care,Major Pharmaceuticals
ADAP,Adaptimmune Therapeutics plc,4.56,366034829.76,80270796.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADUS,Addus HomeCare Corporation,65.57,864055100.86,,2009.0,Health Care,Medical/Nursing Services
AEY,"ADDvantage Technologies Group, Inc.",1.35,13987744.2,,,Consumer Services,Office Equipment/Supplies/Services
IOTS,Adesto Technologies Corporation,6.4,189726636.8,,2015.0,Technology,Semiconductors
ADIL,"Adial Pharmaceuticals, Inc",2.96,30025724.96,,2018.0,Health Care,Major Pharmaceuticals
ADILW,"Adial Pharmaceuticals, Inc",0.3705,0.0,,2018.0,Health Care,Major Pharmaceuticals
ADMA,ADMA Biologics Inc,5.24,242890076.32,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADBE,Adobe Inc.,271.58,132517717099.94,,1986.0,Technology,Computer Software: Prepackaged Software
ADOM,"ADOMANI, Inc.",0.3426,24952769.7762,,2017.0,Capital Goods,Auto Parts:O.E.M.
ADTN,"ADTRAN, Inc.",14.29,682733944.47,,1994.0,Public Utilities,Telecommunications Equipment
ADRO,"Aduro Biotech, Inc.",3.89,310624455.05,,2015.0,Health Care,Major Pharmaceuticals
ADES,"Advanced Emissions Solutions, Inc.",12.52,231796256.56,,,Basic Industries,Major Chemicals
AEIS,"Advanced Energy Industries, Inc.",53.71,2051934476.76,,1995.0,Capital Goods,Industrial Machinery/Components
AMD,"Advanced Micro Devices, Inc.",27.83,30099918411.09,,,Technology,Semiconductors
ADXS,"Advaxis, Inc.",3.82,1402306.72,,,Health Care,Major Pharmaceuticals
ADVM,"Adverum Biotechnologies, Inc.",5.42,342549468.78,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,22.2801,1671007.5,,,,
DWSH,AdvisorShares Dorsey Wright Short ETF,23.7,14220000.0,,,,
BKCH,AdvisorShares Sabretooth ETF,26.71,3338750.0,,,,
ACT,AdvisorShares Vice ETF,25.27,13898500.0,,,,
AEGN,Aegion Corp,18.81,597292250.94,,,Basic Industries,Water Supply
AGLE,"Aeglea BioTherapeutics, Inc.",7.4,213267260.0,,2016.0,Health Care,Major Pharmaceuticals
AEHR,Aehr Test Systems,1.82,40687612.42,,1997.0,Capital Goods,Electrical Products
AMTX,"Aemetis, Inc",0.8836,18003736.1332,,,Basic Industries,Major Chemicals
AERI,"Aerie Pharmaceuticals, Inc.",44.85,2059113956.25,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVAV,"AeroVironment, Inc.",66.31,1586956184.11,,2007.0,Capital Goods,Aerospace
ARPO,"Aerpio Pharmaceuticals, Inc.",1.13,45864444.52,,,Health Care,Major Pharmaceuticals
AEZS,AEterna Zentaris Inc.,5.18,85163136.8,,,Health Care,Major Pharmaceuticals
AEMD,"Aethlon Medical, Inc.",0.83,15737219.15,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
GNMX,"Aevi Genomic Medicine, Inc.",0.21,13601045.22,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AFMD,Affimed N.V.,4.19,261582144.14,,2014.0,Health Care,Major Pharmaceuticals
AGEN,Agenus Inc.,2.75,369064778.5,,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGRX,"Agile Therapeutics, Inc.",1.48,63957286.84,,2014.0,Health Care,Major Pharmaceuticals
AGYS,"Agilysys, Inc.",19.83,466701370.11,,,Technology,EDP Services
AGIO,"Agios Pharmaceuticals, Inc.",64.03,3739058678.57,,2013.0,Health Care,Major Pharmaceuticals
AGMH,AGM Group Holdings Inc.,19.95,662660297.25,,2018.0,Technology,EDP Services
AGNC,AGNC Investment Corp.,18.09,9702374174.28,,2008.0,Consumer Services,Real Estate Investment Trusts
AGNCB,AGNC Investment Corp.,25.22,176540.0,,,Consumer Services,Real Estate Investment Trusts
AGNCM,AGNC Investment Corp.,25.14,0.0,,,Consumer Services,Real Estate Investment Trusts
AGNCN,AGNC Investment Corp.,25.72,334360.0,,,Consumer Services,Real Estate Investment Trusts
AGFS,"AgroFresh Solutions, Inc.",3.33,170053349.76,,2014.0,Finance,Business Services
AGFSW,"AgroFresh Solutions, Inc.",0.06,0.0,,2014.0,Finance,Business Services
ALRN,"Aileron Therapeutics, Inc.",1.73,25733810.55,,2017.0,Health Care,Major Pharmaceuticals
AIMT,"Aimmune Therapeutics, Inc.",22.29,1386130264.26,,2015.0,Health Care,Major Pharmaceuticals
AIRT,"Air T, Inc.",28.38,57450513.78,,,Transportation,Air Freight/Delivery Services
ATSG,"Air Transport Services Group, Inc",22.91,1359738878.66,,,Transportation,Air Freight/Delivery Services
AIRG,"Airgain, Inc.",14.69,147330137.89,,2016.0,Technology,Radio And Television Broadcasting And Communications Equipment
AMCN,AirMedia Group Inc.,0.4699,4245804.945,9035550.0,2007.0,Technology,Advertising
AKAM,"Akamai Technologies, Inc.",75.09,12304429418.16,,1999.0,Miscellaneous,Business Services
AKTX,Akari Therapeutics Plc,3.35,50948062.95,15208377.0,,Health Care,Major Pharmaceuticals
AKCA,"Akcea Therapeutics, Inc.",31.03,2775111792.61,,2017.0,Health Care,Major Pharmaceuticals
AKBA,"Akebia Therapeutics, Inc.",7.7,901841417.4,,2014.0,Health Care,Major Pharmaceuticals
AKER,Akers Biosciences Inc.,0.895,11172023.66,,2014.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
AKRX,"Akorn, Inc.",3.24,406875678.12,,,Health Care,Major Pharmaceuticals
AKTS,"Akoustis Technologies, Inc.",6.5,194435819.5,,,Public Utilities,Telecommunications Equipment
ALRM,"Alarm.com Holdings, Inc.",67.08,3232069153.56,,2015.0,Technology,Computer Software: Prepackaged Software
ALSK,"Alaska Communications Systems Group, Inc.",1.79,95349417.49,,1999.0,Public Utilities,Telecommunications Equipment
ALAC,Alberton Acquisition Corporation,9.99,146750602.5,,2018.0,Finance,Business Services
ALACR,Alberton Acquisition Corporation,0.22,0.0,,2018.0,Finance,Business Services
ALACU,Alberton Acquisition Corporation,10.17,0.0,,2018.0,Finance,Business Services
ALACW,Alberton Acquisition Corporation,0.08,0.0,,2018.0,Finance,Business Services
ALBO,"Albireo Pharma, Inc.",32.84,394934661.0,,,Health Care,Major Pharmaceuticals
ABDC,Alcentra Capital Corp.,7.81,100558170.46,,,,
ALDR,"Alder BioPharmaceuticals, Inc.",13.16,901455591.4,,2014.0,Health Care,Major Pharmaceuticals
ALDX,"Aldeyra Therapeutics, Inc.",8.56,234504838.0,,2014.0,Health Care,Major Pharmaceuticals
ALEC,"Alector, Inc.",24.18,1665319930.56,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALXN,"Alexion Pharmaceuticals, Inc.",141.3,31693590000.0,,1996.0,Health Care,Major Pharmaceuticals
ALCO,"Alico, Inc.",27.98,208809227.94,,,Consumer Non-Durables,Farming/Seeds/Milling
ALIT,Alight Inc.,,0.0,,,,
ALGN,"Align Technology, Inc.",290.12,23207902507.88,,2001.0,Health Care,Industrial Specialties
ALIM,"Alimera Sciences, Inc.",1.03,73097688.9,,2010.0,Health Care,Major Pharmaceuticals
ALYA,Alithya Group inc.,3.31,160345840.12,,,Technology,"Computer Software: Programming, Data Processing"
ALJJ,"ALJ Regional Holdings, Inc.",1.57,59701502.95,,,Miscellaneous,Business Services
ALKS,Alkermes plc,35.82,5619528391.86,,1991.0,Health Care,Major Pharmaceuticals
ALLK,Allakos Inc.,39.85,1717614660.15,,2018.0,Health Care,Major Pharmaceuticals
ABTX,"Allegiance Bancshares, Inc.",35.85,776939586.75,,2015.0,Finance,Major Banks
ALGT,Allegiant Travel Company,136.75,2226431946.5,,2006.0,Transportation,Air Freight/Delivery Services
ALGR,Allegro Merger Corp.,9.93,189265800.0,,2018.0,Finance,Business Services
ALGRR,Allegro Merger Corp.,0.27,0.0,,2018.0,Finance,Business Services
ALGRU,Allegro Merger Corp.,10.48,0.0,,2018.0,Finance,Business Services
ALGRW,Allegro Merger Corp.,0.28,0.0,,2018.0,Finance,Business Services
ALNA,"Allena Pharmaceuticals, Inc.",6.7,139460593.8,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARLP,"Alliance Resource Partners, L.P.",18.66,2395779624.06,,1999.0,Energy,Coal Mining
LNT,Alliant Energy Corporation,46.29,10988987192.61,,,Public Utilities,Power Generation
AHPI,"Allied Healthcare Products, Inc.",1.79,7184231.23,,1992.0,Health Care,Industrial Specialties
AMOT,"Allied Motion Technologies, Inc.",36.94,352218651.9,,,Capital Goods,Electrical Products
ALQA,"Alliqua BioMedical, Inc.",2.8,14014590.8,,,Health Care,Medical/Dental Instruments
ALLO,"Allogene Therapeutics, Inc.",27.0,3280032117.0,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLT,Allot Ltd.,7.85,267189602.2,,2006.0,Technology,Computer Communications Equipment
MDRX,"Allscripts Healthcare Solutions, Inc.",9.93,1701324734.28,,,Technology,EDP Services
ALNY,"Alnylam Pharmaceuticals, Inc.",90.89,9662010733.38,,2004.0,Health Care,Major Pharmaceuticals
AOSL,Alpha and Omega Semiconductor Limited,12.3,294467596.5,,2010.0,Technology,Semiconductors
GOOG,Alphabet Inc.,1202.16,835725277815.36,,2004.0,Technology,"Computer Software: Programming, Data Processing"
GOOGL,Alphabet Inc.,1206.45,838707627454.2,,,Technology,"Computer Software: Programming, Data Processing"
SMCP,AlphaMark Actively Managed Small Cap ETF,23.93,23929976.07,,,,
ATEC,"Alphatec Holdings, Inc.",2.67,125083230.84,,2006.0,Health Care,Medical/Dental Instruments
ALPN,"Alpine Immune Sciences, Inc.",7.46,138465276.34,,2015.0,Health Care,Major Pharmaceuticals
AMR,"Alta Mesa Resources, Inc.",0.2815,107217458.4865,,2017.0,Energy,Oil & Gas Production
AMRWW,"Alta Mesa Resources, Inc.",0.0207,0.0,,2017.0,Energy,Oil & Gas Production
AABA,Altaba Inc.,75.39,42781131315.3,,,Technology,EDP Services
ALTR,Altair Engineering Inc.,36.77,1421894980.75,,2017.0,Technology,Computer Software: Prepackaged Software
ATHE,Alterity Therapeutics Limited,1.8838,12158231.6962,6454099.0,,,
ALT,"Altimmune, Inc.",3.3,44388646.5,,,Health Care,Major Pharmaceuticals
ASPS,Altisource Portfolio Solutions S.A.,25.3,412607757.1,,,Consumer Services,Other Consumer Services
AIMC,Altra Industrial Motion Corp.,31.79,2050284351.28,,2006.0,Capital Goods,Industrial Machinery/Components
ALTM,Altus Midstream Company,5.81,1887839262.05,,2017.0,Public Utilities,Natural Gas Distribution
AMAG,"AMAG Pharmaceuticals, Inc.",12.92,448493639.6,,,Health Care,Major Pharmaceuticals
AMAL,Amalgamated Bank,15.74,500084747.9,,2018.0,Consumer Non-Durables,Textiles
AMRN,Amarin Corporation plc,19.46,6276063865.4,322510990.0,,Health Care,Major Pharmaceuticals
AMRK,"A-Mark Precious Metals, Inc.",11.1,78049095.0,,,Basic Industries,Other Specialty Stores
AMZN,"Amazon.com, Inc.",1847.33,907413834783.7,,1997.0,Consumer Services,Catalog/Specialty Distribution
AMBC,"Ambac Financial Group, Inc.",17.98,815246175.32,,,Finance,Property-Casualty Insurers
AMBCW,"Ambac Financial Group, Inc.",8.87,0.0,,,Finance,Property-Casualty Insurers
AMBA,"Ambarella, Inc.",45.88,1501413548.72,,2012.0,Technology,Semiconductors
AMCX,AMC Networks Inc.,59.61,3350952425.22,,,Consumer Services,Television Services
AMCI,AMCI Acquisition Corp.,9.84,0.0,,2018.0,Finance,Business Services
AMCIU,AMCI Acquisition Corp.,10.13,0.0,,2018.0,Finance,Business Services
AMCIW,AMCI Acquisition Corp.,0.3,0.0,,2018.0,Finance,Business Services
DOX,Amdocs Limited,54.42,7565033040.0,,,Technology,EDP Services
AMED,Amedisys Inc,127.93,4095076655.56,,,Health Care,Medical/Nursing Services
UHAL,Amerco,370.48,7264293298.24,,,Consumer Services,Rental/Leasing Companies
AMRH,"Ameri Holdings, Inc.",0.36700000000000005,17259434.911,,,Technology,Semiconductors
AMRHW,"Ameri Holdings, Inc.",0.0489,0.0,,,Technology,Semiconductors
ATAX,"America First Multifamily Investors, L.P.",6.87,416950378.29,,,Finance,Finance: Consumer Services
AMOV,"America Movil, S.A.B. de C.V.",15.82,52224065332.6,,,Public Utilities,Telecommunications Equipment
AAL,"American Airlines Group, Inc.",34.02,15276869742.96,,,Transportation,Air Freight/Delivery Services
AETI,"American Electric Technologies, Inc.",0.8741,7927501.352999999,,,Energy,Industrial Machinery/Components
AFIN,"American Finance Trust, Inc.",10.46,1109547753.06,,,Consumer Services,Real Estate Investment Trusts
AFINP,"American Finance Trust, Inc.",25.7,30840000.0,,,Consumer Services,Real Estate Investment Trusts
AMNB,"American National Bankshares, Inc.",34.64,303327550.16,,,Finance,Major Banks
ANAT,American National Insurance Company,119.6,3215709120.0,,,Finance,Life Insurance
AOBC,American Outdoor Brands Corporation,9.69,528666516.12,,,Capital Goods,Ordnance And Accessories
APEI,"American Public Education, Inc.",33.47,555138775.2,,2007.0,Consumer Services,Other Consumer Services
AREC,American Resources Corporation,3.9805,46290169.9175,,,Consumer Services,Other Consumer Services
AMRB,American River Bankshares,12.62,74306080.44,,,Finance,Major Banks
AMSWA,"American Software, Inc.",12.75,396841480.5,,,Technology,Computer Software: Prepackaged Software
AMSC,American Superconductor Corporation,12.96,277574973.12,,1991.0,Consumer Durables,Metal Fabrications
AMWD,American Woodmark Corporation,86.81,1464421589.13,,1986.0,Basic Industries,Forest Products
CRMT,"America&#39;s Car-Mart, Inc.",92.67,621492652.38,,,Consumer Durables,Automotive Aftermarket
ABCB,Ameris Bancorp,35.09,1669768492.81,,1994.0,Finance,Major Banks
AMSF,"AMERISAFE, Inc.",58.24,1122283635.2,,2005.0,Finance,Property-Casualty Insurers
ASRV,AmeriServ Financial Inc.,4.03,70955557.14,,,Finance,Major Banks
ASRVP,AmeriServ Financial Inc.,28.97,608370.0,,,Finance,Major Banks
ATLO,Ames National Corporation,26.2,242161936.4,,,Finance,Major Banks
AMGN,Amgen Inc.,193.89,119426425482.09,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FOLD,"Amicus Therapeutics, Inc.",14.16,3172038948.0,,2007.0,Health Care,Major Pharmaceuticals
AMKR,"Amkor Technology, Inc.",8.96,2146569904.64,,1998.0,Technology,Semiconductors
AMPH,"Amphastar Pharmaceuticals, Inc.",21.04,984436583.44,,2014.0,Health Care,Major Pharmaceuticals
IBUY,Amplify Online Retail ETF,49.77,281200500.0,,,,
ASYS,"Amtech Systems, Inc.",6.54,93048373.2,,,Technology,Industrial Machinery/Components
AMRS,"Amyris, Inc.",3.75,275836833.75,,2010.0,Basic Industries,Major Chemicals
ADI,"Analog Devices, Inc.",112.07,41276985169.98,,,Technology,Semiconductors
ANAB,"AnaptysBio, Inc.",79.97,2158117122.48,,2017.0,Health Care,Major Pharmaceuticals
AVXL,Anavex Life Sciences Corp.,2.78,131994933.76,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ANCN,Anchiano Therapeutics Ltd.,6.67,17690000.58,2652174.0,2019.0,Health Care,Major Pharmaceuticals
ANDA,Andina Acquisition Corp. III,9.75,135476250.0,,2019.0,Finance,Business Services
ANDAR,Andina Acquisition Corp. III,0.33,0.0,,2019.0,Finance,Business Services
ANDAU,Andina Acquisition Corp. III,10.2001,0.0,,2019.0,Finance,Business Services
ANDAW,Andina Acquisition Corp. III,0.1801,0.0,,2019.0,Finance,Business Services
ANGI,ANGI Homeservices Inc.,15.62,7873086696.42,,,Consumer Services,Advertising
ANGO,"AngioDynamics, Inc.",22.91,852616131.54,,2004.0,Health Care,Medical/Dental Instruments
ANIP,"ANI Pharmaceuticals, Inc.",69.15,821359343.55,,,Health Care,Major Pharmaceuticals
ANIK,Anika Therapeutics Inc.,31.72,450794235.84,,,Health Care,Medical/Dental Instruments
ANIX,"Anixa Biosciences, Inc.",4.4,86363767.6,,,Health Care,Medical Specialities
ANSS,"ANSYS, Inc.",187.92,15761541193.92,,1996.0,Technology,Computer Software: Prepackaged Software
ATRS,"Antares Pharma, Inc.",2.92,468754348.12,,,Health Care,Medical/Dental Instruments
APLS,"Apellis Pharmaceuticals, Inc.",18.69,1052047147.83,,2017.0,Health Care,Major Pharmaceuticals
APOG,"Apogee Enterprises, Inc.",38.83,1055236314.0,,,Capital Goods,Auto Parts:O.E.M.
APEN,"Apollo Endosurgery, Inc.",3.45,75600688.35,,,Health Care,Medical/Dental Instruments
AINV,Apollo Investment Corporation,15.23,1053730254.92,,2004.0,,
AMEH,"Apollo Medical Holdings, Inc.",19.36,693069666.08,,,Consumer Services,Professional Services
APPF,"AppFolio, Inc.",81.75,1327994660.25,,2015.0,Technology,Computer Software: Prepackaged Software
APPN,Appian Corporation,31.98,2054872757.34,,2017.0,Technology,Computer Software: Prepackaged Software
AAPL,Apple Inc.,200.62,945979473600.0,,1980.0,Technology,Computer Manufacturing
ARCI,"Appliance Recycling Centers of America, Inc.",0.5997,5081048.8047,,,Consumer Services,Home Furnishings
APDN,Applied DNA Sciences Inc,0.65,23951107.05,,,Consumer Services,Other Consumer Services
APDNW,Applied DNA Sciences Inc,0.0151,0.0,,,Consumer Services,Other Consumer Services
AGTC,Applied Genetic Technologies Corporation,4.52,82106044.08,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMAT,"Applied Materials, Inc.",42.17,40035886321.53,,1972.0,Technology,Semiconductors
AAOI,"Applied Optoelectronics, Inc.",12.3,244556139.9,,2013.0,Technology,Semiconductors
AREX,Approach Resources Inc.,0.41,38813880.0,,2007.0,Energy,Oil & Gas Production
APVO,Aptevo Therapeutics Inc.,0.82,35210979.58,,,Health Care,Major Pharmaceuticals
APTX,Aptinyx Inc.,3.83,128543268.13,,2018.0,Health Care,Major Pharmaceuticals
APM,Aptorum Group Limited,13.67,411690846.25,,2018.0,Health Care,Major Pharmaceuticals
APTO,"Aptose Biosciences, Inc.",1.9,76473312.8,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APYX,Apyx Medical Corporation,4.01,136491654.19,,,Health Care,Medical/Dental Instruments
AQMS,"Aqua Metals, Inc.",2.97,131748282.27,,2015.0,Basic Industries,Metal Fabrications
AQB,"AquaBounty Technologies, Inc.",2.36,50154878.12,,,,
AQST,"Aquestive Therapeutics, Inc.",6.28,156843043.96,,2018.0,Health Care,Major Pharmaceuticals
AQXP,"Aquinox Pharmaceuticals, Inc.",2.64,62138651.52,,2014.0,Health Care,Major Pharmaceuticals
PETX,"Aratana Therapeutics, Inc.",3.88,190020004.64,,2013.0,Health Care,Major Pharmaceuticals
ARAV,"Aravive, Inc.",6.58,74199370.0,,2014.0,Health Care,Major Pharmaceuticals
ABUS,Arbutus Biopharma Corporation,3.91,223983833.88,,,Health Care,Major Pharmaceuticals
ARCW,"ARC Group Worldwide, Inc.",0.8545,19952128.950999998,,,Capital Goods,Metal Fabrications
ABIO,"ARCA biopharma, Inc.",5.92,108662257.12,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
RKDA,"Arcadia Biosciences, Inc.",6.55,31292094.45,,2015.0,Basic Industries,Agricultural Chemicals
ARCB,ArcBest Corporation,33.09,845062148.46,,,Transportation,Trucking Freight/Courier Services
ACGL,Arch Capital Group Ltd.,32.34,13049795146.08,,,Finance,Property-Casualty Insurers
ACGLO,Arch Capital Group Ltd.,24.6,0.0,,,Finance,Property-Casualty Insurers
ACGLP,Arch Capital Group Ltd.,23.53,0.0,,,Finance,Property-Casualty Insurers
FUV,"Arcimoto, Inc.",4.55,74341380.75,,2017.0,Consumer Non-Durables,Motor Vehicles
ARCE,Arco Platform Limited,32.6,736849226.2,,2018.0,Consumer Services,Other Consumer Services
ARCT,Arcturus Therapeutics Ltd.,7.92,85231262.16,,2013.0,Health Care,Major Pharmaceuticals
ARDX,"Ardelyx, Inc.",3.68,230366796.64,,2014.0,Health Care,Major Pharmaceuticals
ARNA,"Arena Pharmaceuticals, Inc.",48.0,2374216752.0,,2000.0,Health Care,Major Pharmaceuticals
ARCC,Ares Capital Corporation,17.33,7387747806.0,,2004.0,,
ARGX,argenx SE,127.51,2656424245.66,20833066.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARDS,Aridis Pharmaceuticals Inc.,10.15,82288993.5,,2018.0,Health Care,Major Pharmaceuticals
ARKR,Ark Restaurants Corp.,19.899,69182475.219,,,Consumer Services,Restaurants
ARTX,Arotech Corporation,3.095,82338120.335,,1994.0,Miscellaneous,Industrial Machinery/Components
ARQL,"ArQule, Inc.",5.66,617481995.94,,1996.0,Health Care,Major Pharmaceuticals
ARRY,Array BioPharma Inc.,24.55,5357142799.8,,2000.0,Health Care,Major Pharmaceuticals
DWCR,Arrow DWA Country Rotation ETF,27.04,16224000.0,,,,
DWAT,Arrow DWA Tactical ETF,11.0,5500000.0,,,,
AROW,Arrow Financial Corporation,34.14,493953019.56,,,Finance,Major Banks
ARWR,"Arrowhead Pharmaceuticals, Inc.",19.49,1836102089.57,,,Health Care,Major Pharmaceuticals
ARTNA,Artesian Resources Corporation,36.27,303690197.07,,,Public Utilities,Water Supply
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.0235,8694378.5205,,,Capital Goods,Industrial Machinery/Components
ARVN,"Arvinas, Inc.",20.15,651425239.4,,2018.0,Health Care,Major Pharmaceuticals
ARYA,ARYA Sciences Acquisition Corp.,9.81,141018750.0,,2018.0,Finance,Business Services
ARYAU,ARYA Sciences Acquisition Corp.,10.47,0.0,,2018.0,Finance,Business Services
ARYAW,ARYA Sciences Acquisition Corp.,1.5,0.0,,2018.0,Finance,Business Services
ASNA,"Ascena Retail Group, Inc.",1.21,239056466.88,,,Consumer Services,Clothing/Shoe/Accessory Stores
ASND,Ascendis Pharma A/S,120.6,4858087590.0,40282650.0,2015.0,Health Care,Major Pharmaceuticals
ASCMA,"Ascent Capital Group, Inc.",0.6701,8103416.1046,,,Consumer Services,Other Consumer Services
APWC,Asia Pacific Wire & Cable Corporation Limited,2.31,31923435.39,,,Basic Industries,Telecommunications Equipment
ASLN,ASLAN Pharmaceuticals Limited,4.13,24671822.91,5973807.0,2018.0,Health Care,Major Pharmaceuticals
ASML,ASML Holding N.V.,199.79,14327095537.46,71710774.0,1995.0,Technology,Industrial Machinery/Components
ASPU,Aspen Group Inc.,4.89,90412197.78,,,Consumer Services,Other Consumer Services
AZPN,"Aspen Technology, Inc.",108.08,7527322495.28,,1994.0,Technology,EDP Services
ASMB,"Assembly Biosciences, Inc.",18.87,482123914.59,,,Health Care,Major Pharmaceuticals
ASRT,"Assertio Therapeutics, Inc.",5.24,336813183.0,,,Health Care,Major Pharmaceuticals
ASFI,"Asta Funding, Inc.",4.7185,31545130.6775,,1995.0,Finance,Finance Companies
ASTE,"Astec Industries, Inc.",40.06,902071841.14,,1986.0,Capital Goods,Construction/Ag Equipment/Trucks
ATRO,Astronics Corporation,32.76,1067852593.08,,,Capital Goods,Military/Government/Technical
ALOT,"AstroNova, Inc.",24.48,170204397.12,,1983.0,Technology,Computer peripheral equipment
